FIPS,State,County,% Limited Access,% Diabetic,% Rural,Household Income,Mentally Unhealthy Days,Food Environment Index,Income Ratio
19105.0,Iowa,Jones,4.7288734817,9.2,57.956197306,54749.0,,8.3,3.7048098562
19107.0,Iowa,Keokuk,8.3851519954,10.0,100.0,47626.0,,7.7,3.6955534718
19109.0,Iowa,Kossuth,11.392736513,11.2,65.643698128,55972.0,2.6,7.8,3.8733955908
19111.0,Iowa,Lee,3.3228576048,10.0,40.616808878,45307.0,2.5,7.6,3.9075110165
19113.0,Iowa,Linn,5.3171423472,9.0,12.747957164,56503.0,3.0,7.9,4.0476704305
19115.0,Iowa,Louisa,0.3645003164,10.2,100.0,51387.0,,8.7,3.4115357941
19117.0,Iowa,Lucas,8.4499843939,10.3,56.24859519,41011.0,,7.5,4.3121663389
19119.0,Iowa,Lyon,4.8338168595,9.0,100.0,60548.0,1.0,8.6,3.2691758348
19121.0,Iowa,Madison,3.4495449173,9.5,67.835958926,59074.0,3.1,8.3,4.1821564313
19123.0,Iowa,Mahaska,7.8192311085,9.3,43.9479916,48978.0,2.2,7.4,4.6100604514
19125.0,Iowa,Marion,2.9698255365,8.8,48.689543367,56883.0,2.0,8.4,3.7468528718
19127.0,Iowa,Marshall,6.0077398093,10.0,33.925408384,51382.0,3.0,7.9,3.4895447965
19129.0,Iowa,Mills,2.8527412,9.0,59.572348762,56504.0,3.9,8.8,3.791559322
19131.0,Iowa,Mitchell,5.6101168385,9.9,67.195619896,53049.0,,8.3,3.4972115504
19133.0,Iowa,Monona,3.5152436396,10.6,71.199826896,41461.0,1.5,7.8,4.1730098482
19135.0,Iowa,Monroe,6.707291364,10.4,55.169385194,49012.0,4.2,7.8,4.4204562106
19137.0,Iowa,Montgomery,7.3539520489,9.9,47.886405959,44669.0,4.4,7.5,4.6643792169
19139.0,Iowa,Muscatine,7.1732973485,9.7,25.551526494,54025.0,3.3,7.8,4.1553696204
19141.0,Iowa,O'Brien,8.1512201933,9.9,66.273093485,57287.0,1.7,7.9,4.2080707411
19143.0,Iowa,Osceola,4.975867616,9.7,58.372021046,51017.0,,8.2,3.6604803024
19145.0,Iowa,Page,14.964362083,11.5,33.354255586,47438.0,3.2,6.8,4.4466135242
19147.0,Iowa,Palo Alto,9.457532144,10.9,61.490287655,49536.0,,7.6,4.7125541126
19149.0,Iowa,Plymouth,0.6382249031,9.5,62.939245978,58113.0,1.9,9.0,3.4974638957
19151.0,Iowa,Pocahontas,9.0683013423,12.6,100.0,50401.0,1.2,7.7,4.5299747003
19153.0,Iowa,Polk,6.1500267973,7.8,4.9087404793,59388.0,2.8,7.8,4.1561821299
19155.0,Iowa,Pottawattamie,12.175354637,10.5,26.419631164,50570.0,3.2,7.2,4.1851223433
19157.0,Iowa,Poweshiek,4.654372214,9.0,51.993232526,50799.0,2.9,8.0,4.2141203704
19159.0,Iowa,Ringgold,3.4365347665,10.4,100.0,47319.0,,8.2,3.9938650307
19161.0,Iowa,Sac,6.3946556999,9.8,100.0,51399.0,,8.2,4.0167169724
19163.0,Iowa,Scott,2.9173750436,8.7,13.510749044,54444.0,2.9,7.8,4.5130335899
19165.0,Iowa,Shelby,8.3268684182,10.8,59.447686365,54740.0,2.0,8.0,3.9332280832
19167.0,Iowa,Sioux,1.297370629,7.4,50.824827914,61817.0,1.7,9.0,3.3816338913
19169.0,Iowa,Story,7.5787403803,5.5,16.935069576,53782.0,2.2,7.1,5.065951968
19171.0,Iowa,Tama,6.663308647,11.2,72.398266449,53844.0,2.6,7.8,3.7691732136
19173.0,Iowa,Taylor,2.6644573399,10.5,100.0,45009.0,,8.4,3.8305337237
19175.0,Iowa,Union,5.3451134021,12.4,39.229296314,43357.0,,7.6,4.1438948284
19177.0,Iowa,Van Buren,35.15492692,10.7,100.0,43019.0,2.1,4.6,3.8853447438
19179.0,Iowa,Wapello,11.1841097,11.1,30.467368421,40629.0,2.9,6.9,4.7807890634
19181.0,Iowa,Warren,4.8348149262,9.2,41.955651704,66328.0,2.6,8.4,3.5695931478
19183.0,Iowa,Washington,2.3407183992,10.0,69.46185035,54480.0,3.2,8.5,3.6392096087
19185.0,Iowa,Wayne,17.268879812,11.4,100.0,38981.0,,6.7,4.5265516469
19187.0,Iowa,Webster,6.2052623256,10.3,33.912082709,45202.0,2.9,7.3,4.6798919932
19189.0,Iowa,Winnebago,5.533485647,10.1,66.12368857,50383.0,,8.0,4.2416384033
19191.0,Iowa,Winneshiek,3.219110351,7.8,58.98081307,53194.0,1.7,8.5,3.8530858126
19193.0,Iowa,Woodbury,12.27740623,9.4,17.45683749,45678.0,2.5,7.0,4.253204018
19195.0,Iowa,Worth,1.1175917392,10.5,100.0,49605.0,,8.5,3.4353314776
19197.0,Iowa,Wright,2.1488285884,9.5,56.799455741,49369.0,3.0,8.4,3.9728275613
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
36000.0,New York,,2.4845376841,9.4,12.12707519,57255.0,3.4,8.0,5.5378579295
36001.0,New York,Albany,4.9551152446,9.7,9.6961249688,55778.0,3.3,7.9,4.7584941448
36003.0,New York,Allegany,2.86158357,10.9,78.739835737,41849.0,3.3,8.3,4.2539076988
36005.0,New York,Bronx,0.0611227784,10.4,0.0028156649,33079.0,4.0,6.4,6.3605352276
36007.0,New York,Broome,4.7636008983,10.5,26.056829511,45142.0,3.7,7.9,4.7986882471
36009.0,New York,Cattaraugus,1.9679054571,11.2,61.752804512,40936.0,2.9,8.3,4.2845286231
36011.0,New York,Cayuga,1.7769179674,10.5,55.781870892,48976.0,3.4,8.6,4.1660004491
36013.0,New York,Chautauqua,4.146412811,9.8,43.862718209,40468.0,4.1,8.0,4.6041666667
36015.0,New York,Chemung,6.0267842321,10.7,24.178768434,45337.0,5.3,7.7,4.7270837558
36017.0,New York,Chenango,0.5051242082,10.9,83.412247162,44328.0,2.7,8.7,4.3074051027
36019.0,New York,Clinton,7.8440133246,9.3,64.155951685,45900.0,3.6,7.6,4.6726085248
36021.0,New York,Columbia,4.6392341515,10.2,73.297831875,57094.0,4.1,8.5,4.3378831512
36023.0,New York,Cortland,2.5256938928,8.7,44.273958164,46163.0,3.7,8.2,4.4177449168
36025.0,New York,Delaware,0.9179782166,10.5,78.363901626,43380.0,2.4,8.6,4.1863490282
36027.0,New York,Dutchess,5.8594353865,9.9,25.399343839,69300.0,3.2,8.3,4.4120005301
36029.0,New York,Erie,5.8881653403,9.8,9.4038344359,51123.0,3.3,7.7,5.0169508678
36031.0,New York,Essex,1.9955704364,10.5,74.856489713,46337.0,4.0,8.4,3.9368772203
36033.0,New York,Franklin,6.6914606228,10.7,62.675633249,42672.0,2.9,7.6,5.0846860378
36035.0,New York,Fulton,3.1981455361,11.4,50.37366516,42264.0,5.3,7.9,4.3713724527
36037.0,New York,Genesee,1.5750837188,10.4,59.886149903,42641.0,4.2,8.7,4.0268782243
36039.0,New York,Greene,3.6311905563,9.6,73.141545275,50190.0,2.5,8.1,4.5242372332
36041.0,New York,Hamilton,6.3232710659,12.1,100.0,45737.0,,8.5,3.8441475061
36043.0,New York,Herkimer,4.4035279828,10.3,51.809544475,42460.0,4.5,8.1,4.3549563431
36045.0,New York,Jefferson,5.1914719367,9.2,48.049109947,46510.0,3.6,7.5,4.0507876793
36047.0,New York,Kings,0.0030970742,10.2,0.0014772228,47067.0,3.6,6.8,6.3719592271
36049.0,New York,Lewis,5.6517248546,11.6,86.849780337,45926.0,3.7,8.0,3.9133200073
36051.0,New York,Livingston,8.8025158766,10.5,54.652638662,51901.0,1.6,8.0,4.2839357965
36053.0,New York,Madison,4.8298063595,9.1,58.945834808,51057.0,3.7,8.4,4.0359119471
36055.0,New York,Monroe,6.9273375284,9.5,6.4499747429,51722.0,3.4,7.6,4.7646812666
36057.0,New York,Montgomery,18.607017182,9.2,40.938688544,43880.0,3.3,6.3,4.6154301075
36059.0,New York,Nassau,0.4306064797,8.3,0.1922313166,95395.0,2.7,9.6,4.3761123777
36061.0,New York,New York,0.0,6.8,0.0,71443.0,3.5,7.6,8.6292555
36063.0,New York,Niagara,5.2722937624,11.5,22.440626602,46752.0,4.2,7.9,4.6685514136
36065.0,New York,Oneida,5.6052440475,9.2,32.983932084,44031.0,4.1,7.9,4.6537886341
36067.0,New York,Onondaga,5.4817935759,10.4,12.587521894,52055.0,3.7,7.8,4.9508426966
36069.0,New York,Ontario,2.899159407,9.0,47.468289926,57846.0,3.4,8.8,4.0824623425
36071.0,New York,Orange,4.4654503197,10.3,22.340690909,68249.0,3.1,8.4,4.7309962312
36073.0,New York,Orleans,5.9963509312,11.0,60.87960264,43876.0,3.4,7.9,4.0745704942
36075.0,New York,Oswego,2.5109940716,9.8,61.754661819,46281.0,3.5,8.1,4.4114092337
36077.0,New York,Otsego,9.611708916,9.5,70.566504441,47689.0,4.0,7.7,4.2665760606
36079.0,New York,Putnam,5.4300060928,8.7,20.549593822,92014.0,2.2,9.3,4.1935991472
36081.0,New York,Queens,0.0350682062,9.9,0.0,56307.0,3.5,8.1,4.8183870128
36083.0,New York,Rensselaer,5.3954276228,9.4,30.512014753,56643.0,3.6,8.1,4.4750564152
36085.0,New York,Richmond,1.2396048287,10.2,0.0,68621.0,3.9,8.8,5.0651714551
36087.0,New York,Rockland,4.9247802871,10.3,0.7173863523,80132.0,2.8,8.5,4.9604322068
36089.0,New York,St. Lawrence,6.1297662422,11.3,61.991710141,43556.0,4.3,7.6,4.6641301351
36091.0,New York,Saratoga,3.8777718568,8.6,29.961704317,69917.0,2.6,8.9,4.0268027872
36093.0,New York,Schenectady,9.6055331429,12.3,8.1563010981,53978.0,2.5,7.6,4.7542399568
36095.0,New York,Schoharie,2.9360118669,9.3,82.845277718,49307.0,3.2,8.5,4.426133792
36097.0,New York,Schuyler,2.0725732907,10.0,81.15357357,44080.0,4.6,8.9,3.8634021794
36099.0,New York,Seneca,1.5850534937,9.3,58.656492014,45265.0,3.7,8.7,4.498413328
36101.0,New York,Steuben,4.2084422613,10.4,60.37074452,46540.0,3.9,8.0,4.2580028667
36103.0,New York,Suffolk,4.2171071088,7.5,2.6011316838,84940.0,3.4,9.1,4.0751785621
36105.0,New York,Sullivan,6.3348436437,10.6,74.165344888,46928.0,3.4,7.6,4.8333597422
36107.0,New York,Tioga,2.6242778007,10.6,65.658679707,51026.0,3.6,8.9,4.2814846785
36109.0,New York,Tompkins,5.827361312,8.1,43.343113702,49457.0,3.4,7.7,5.7217048901
36111.0,New York,Ulster,6.0140517266,10.3,46.040122087,56933.0,3.4,8.1,4.581330944
36113.0,New York,Warren,4.2451286552,10.0,33.929413913,52552.0,2.4,8.3,4.1300658612
36115.0,New York,Washington,3.9778196453,10.2,67.898949633,48522.0,3.1,8.4,4.0425219288
36117.0,New York,Wayne,3.4183558694,9.6,60.697223052,50603.0,4.5,8.5,3.9128899836
36119.0,New York,Westchester,1.2690778126,8.2,3.2734774468,83094.0,2.8,8.8,5.7771393525
36121.0,New York,Wyoming,4.834809521,9.3,64.082552485,51676.0,4.5,8.3,3.8642936596
36123.0,New York,Yates,0.4804703491,9.5,71.224554205,45509.0,,8.8,4.1935544845
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
42000.0,Pennsylvania,,4.4683725841,10.3,21.343183037,52005.0,3.6,7.7,4.7401129944
42001.0,Pennsylvania,Adams,3.0429593416,11.5,53.675781751,57725.0,3.2,8.6,3.8027408333
42003.0,Pennsylvania,Allegheny,6.4389493815,9.0,2.4862917175,51400.0,3.5,7.4,4.9992753973
42005.0,Pennsylvania,Armstrong,1.4839784447,11.6,67.486691519,42927.0,3.7,8.3,4.2868248773
42007.0,Pennsylvania,Beaver,12.392272402,11.6,25.827523323,49215.0,3.2,7.1,4.3921745317
42009.0,Pennsylvania,Bedford,4.5033095431,13.6,83.794863551,48003.0,2.9,7.9,4.0262129934
42011.0,Pennsylvania,Berks,2.934186023,10.1,23.736030838,55634.0,3.5,8.2,4.3085397132
42013.0,Pennsylvania,Blair,5.8147582509,10.9,23.430824068,41756.0,3.7,7.8,4.2991822491
42015.0,Pennsylvania,Bradford,4.4592246127,10.7,72.174315736,49117.0,2.5,8.1,4.2511226084
42017.0,Pennsylvania,Bucks,3.872713739,9.3,8.8296022864,73662.0,3.5,8.6,4.0823488634
42019.0,Pennsylvania,Butler,3.4920032983,10.2,41.964081757,58430.0,3.2,8.5,4.3869477444
42021.0,Pennsylvania,Cambria,6.7035220195,12.6,32.006069085,40930.0,4.3,7.5,4.5689119756
42023.0,Pennsylvania,Cameron,2.5838930762,11.7,47.354965585,37891.0,,7.7,3.6895399135
42025.0,Pennsylvania,Carbon,3.3385679345,11.3,47.162408619,44338.0,4.1,8.1,4.037563953
42027.0,Pennsylvania,Centre,3.0875500835,7.2,32.217676472,52559.0,3.0,7.7,5.1264990133
42029.0,Pennsylvania,Chester,5.8767932429,8.3,13.276580221,83775.0,2.9,8.5,4.4232218878
42031.0,Pennsylvania,Clarion,2.338939046,10.8,76.56046814,40043.0,2.7,7.8,4.6209043822
42033.0,Pennsylvania,Clearfield,4.857391624,12.4,53.849734205,39912.0,2.8,7.8,4.3058710516
42035.0,Pennsylvania,Clinton,6.1383511612,9.3,45.690402161,44887.0,3.8,7.4,4.5306337833
42037.0,Pennsylvania,Columbia,2.9252710003,11.5,40.85147485,45564.0,3.3,7.9,4.8410759316
42039.0,Pennsylvania,Crawford,3.4548084982,11.8,63.700782966,43793.0,4.6,7.9,4.2249761172
42041.0,Pennsylvania,Cumberland,3.2056743847,9.5,22.17785443,60134.0,2.7,8.4,3.8898822045
42043.0,Pennsylvania,Dauphin,11.948924618,12.1,13.323386796,53480.0,4.0,6.7,4.1741579914
42045.0,Pennsylvania,Delaware,3.6162243727,8.3,0.4638814696,64186.0,3.8,7.8,4.815790464
42047.0,Pennsylvania,Elk,2.9549162928,12.8,55.675201903,46388.0,7.0,8.5,3.6311621733
42049.0,Pennsylvania,Erie,6.9916408773,10.6,20.019531946,44223.0,4.1,7.3,4.6492569002
42051.0,Pennsylvania,Fayette,7.1983282231,13.3,47.897603326,37929.0,4.5,7.1,4.4926365796
42053.0,Pennsylvania,Forest,0.5403931086,11.6,100.0,38087.0,7.3,8.1,3.8700701669
42055.0,Pennsylvania,Franklin,5.2456293514,10.1,40.352096673,53913.0,2.7,8.1,3.8612733057
42057.0,Pennsylvania,Fulton,4.5095442782,11.8,100.0,46032.0,,7.9,3.5861615364
42059.0,Pennsylvania,Greene,6.4876066299,10.3,66.832962829,45156.0,5.3,7.7,4.5131319265
42061.0,Pennsylvania,Huntingdon,0.8508407038,10.6,68.662470324,42479.0,3.6,8.1,4.064456816
42063.0,Pennsylvania,Indiana,3.9662625168,10.3,60.069756976,44504.0,3.3,7.7,4.7779109589
42065.0,Pennsylvania,Jefferson,2.0351412507,13.5,61.460176991,41637.0,4.7,8.2,4.2219013772
42067.0,Pennsylvania,Juniata,6.3113028732,11.5,82.253612599,46183.0,2.5,8.0,3.7167479823
42069.0,Pennsylvania,Lackawanna,2.9388252455,12.3,16.305488325,44926.0,3.9,7.8,4.5773352974
42071.0,Pennsylvania,Lancaster,5.1869547069,10.1,21.257110955,56766.0,3.2,8.1,3.89694377
42073.0,Pennsylvania,Lawrence,12.204712514,11.3,40.318084032,43199.0,3.9,7.1,4.5261678201
42075.0,Pennsylvania,Lebanon,3.6729682413,10.1,26.555761859,54952.0,3.1,8.4,3.8031950387
42077.0,Pennsylvania,Lehigh,4.4973289943,10.7,7.925676043,53722.0,3.4,7.9,4.5936398834
42079.0,Pennsylvania,Luzerne,4.876702724,11.7,19.984855945,44734.0,4.1,7.5,4.6847581251
