FIPS,State,County,% Rural,Household Income,% Limited Access to Healthy Foods,% Adults with Diabetes,Average Number of Mentally Unhealthy Days,Food Environment Index,Year
15000.0,Hawaii,,,,6.9422098594,10.3,3.225159246,7.7,2020
15001.0,Hawaii,Hawaii,,,13.313355422,10.3,4.0174104103,7.3,2020
15003.0,Hawaii,Honolulu,,,5.2358179778,10.4,3.1319175329,8.3,2020
15005.0,Hawaii,Kalawao,,,0.0,10.2,3.1803074761,7.4,2020
15007.0,Hawaii,Kauai,,,10.719193887,9.7,3.1395899983,7.9,2020
15009.0,Hawaii,Maui,,,8.1990565479,9.9,3.4405059835,8.0,2020
1000.0,Alabama,,,,7.9214249526,14.2,4.9397529418,5.8,2020
1001.0,Alabama,Autauga,,,11.991125,11.1,4.6540313965,7.2,2020
1003.0,Alabama,Baldwin,,,5.424426597,10.7,4.3040564688,8.0,2020
1005.0,Alabama,Barbour,,,10.739666573,17.6,5.1855944125,5.6,2020
1007.0,Alabama,Bibb,,,2.6016270077,14.5,4.5516988486,7.8,2020
1009.0,Alabama,Blount,,,2.8801498232,17.0,4.8914546677,8.4,2020
1011.0,Alabama,Bullock,,,19.743350741,23.7,4.8913510426,4.3,2020
1013.0,Alabama,Butler,,,2.9261219306,19.2,5.340750195,6.6,2020
1015.0,Alabama,Calhoun,,,9.178566583,17.5,4.8160722877,6.9,2020
1017.0,Alabama,Chambers,,,10.328558281,19.9,4.8735807661,6.4,2020
1019.0,Alabama,Cherokee,,,0.2211124003,15.2,4.7112704225,8.3,2020
1021.0,Alabama,Chilton,,,1.4605309614,18.6,4.8532441372,8.1,2020
1023.0,Alabama,Choctaw,,,7.2904190524,17.4,4.9878824765,6.4,2020
1025.0,Alabama,Clarke,,,11.154712303,22.4,5.0837367294,5.4,2020
1027.0,Alabama,Clay,,,2.3268798802,13.5,4.9829276834,7.8,2020
1029.0,Alabama,Cleburne,,,2.0717157696,12.5,4.8672154562,8.0,2020
1031.0,Alabama,Coffee,,,5.9812031395,16.1,4.5674364995,7.5,2020
1033.0,Alabama,Colbert,,,6.5517045351,16.2,4.5824058974,7.4,2020
1035.0,Alabama,Conecuh,,,13.229776262,25.9,5.3914879643,5.6,2020
1037.0,Alabama,Coosa,,,10.124807485,20.8,5.1021191231,6.9,2020
1039.0,Alabama,Covington,,,4.3703267511,15.3,4.9065509126,7.6,2020
1041.0,Alabama,Crenshaw,,,17.03906038,18.2,4.8952137157,6.2,2020
1043.0,Alabama,Cullman,,,3.1096062497,19.3,4.8876023362,8.2,2020
1045.0,Alabama,Dale,,,10.559380333,15.8,4.796090897,6.7,2020
1047.0,Alabama,Dallas,,,11.556270932,15.9,5.5911128935,4.6,2020
1049.0,Alabama,DeKalb,,,2.1669646088,12.8,5.0044055833,8.2,2020
1051.0,Alabama,Elmore,,,6.9430217138,15.8,4.6636068396,7.6,2020
1053.0,Alabama,Escambia,,,7.2199400283,18.8,5.1854976645,6.6,2020
1055.0,Alabama,Etowah,,,9.4006166263,15.7,4.8363138983,7.1,2020
1057.0,Alabama,Fayette,,,1.3544586987,23.3,4.9761402811,7.9,2020
1059.0,Alabama,Franklin,,,4.1206193939,14.8,5.1820135463,7.9,2020
1061.0,Alabama,Geneva,,,0.9307847981,16.9,5.0139062509,7.8,2020
1063.0,Alabama,Greene,,,21.342475717,14.5,5.4635014981,3.2,2020
1065.0,Alabama,Hale,,,4.6475069881,17.8,5.2551295516,6.1,2020
1067.0,Alabama,Henry,,,2.1421679703,16.6,4.7585722287,7.9,2020
1069.0,Alabama,Houston,,,6.2826059381,13.5,4.7669545639,7.1,2020
1071.0,Alabama,Jackson,,,3.2725105417,16.5,5.0659560823,7.9,2020
1073.0,Alabama,Jefferson,,,12.271590614,12.9,4.7365444738,6.3,2020
1075.0,Alabama,Lamar,,,0.7506765904,18.8,5.147942525,7.8,2020
1077.0,Alabama,Lauderdale,,,5.0380740879,13.8,4.7585484725,7.6,2020
1079.0,Alabama,Lawrence,,,2.1224881728,19.3,5.0484569202,8.0,2020
1081.0,Alabama,Lee,,,12.249503723,9.0,4.6345119933,6.4,2020
1083.0,Alabama,Limestone,,,3.5183538564,13.8,4.7587559265,8.1,2020
1085.0,Alabama,Lowndes,,,13.062144953,13.9,5.1831278794,4.6,2020
1087.0,Alabama,Macon,,,21.63866443,23.0,5.3007402376,4.0,2020
1089.0,Alabama,Madison,,,7.4673451232,13.5,4.6548938057,7.5,2020
1091.0,Alabama,Marengo,,,12.628970654,17.6,5.2349503959,5.5,2020
1093.0,Alabama,Marion,,,3.2545426264,20.4,4.9478478149,7.9,2020
1095.0,Alabama,Marshall,,,5.187505411,11.8,5.0519317823,8.0,2020
1097.0,Alabama,Mobile,,,10.265925301,14.0,5.154593676,6.4,2020
1099.0,Alabama,Monroe,,,12.839526662,18.4,5.2996300729,5.0,2020
1101.0,Alabama,Montgomery,,,14.572141064,13.9,4.6665803568,5.5,2020
1103.0,Alabama,Morgan,,,4.0842018116,12.7,4.6675274369,7.9,2020
1105.0,Alabama,Perry,,,4.8851175077,15.8,5.8770634003,4.9,2020
1107.0,Alabama,Pickens,,,0.8921588404,15.0,5.0023225062,7.1,2020
1109.0,Alabama,Pike,,,6.3043445736,12.3,5.054337662,6.2,2020
1111.0,Alabama,Randolph,,,6.8154830831,16.5,4.9027243305,7.2,2020
1113.0,Alabama,Russell,,,5.5467032283,19.0,5.0158829596,6.6,2020
1115.0,Alabama,St. Clair,,,1.5678584072,13.8,4.6043761162,8.4,2020
1117.0,Alabama,Shelby,,,4.3024797992,10.5,4.1430652633,8.6,2020
1119.0,Alabama,Sumter,,,10.372885631,20.5,5.4345816297,4.6,2020
1121.0,Alabama,Talladega,,,5.8546645943,16.3,4.9750953639,7.0,2020
1123.0,Alabama,Tallapoosa,,,4.3249543956,15.9,4.9791423992,7.2,2020
1125.0,Alabama,Tuscaloosa,,,6.4940425646,11.9,5.0443285927,7.1,2020
1127.0,Alabama,Walker,,,5.2100697439,14.2,5.3784295595,7.5,2020
1129.0,Alabama,Washington,,,3.5835658857,16.6,4.9650050426,7.2,2020
1131.0,Alabama,Wilcox,,,30.464746029,19.9,5.2067846211,2.5,2020
1133.0,Alabama,Winston,,,2.6550128463,19.5,5.0130055826,8.0,2020
31000.0,Nebraska,,,,5.6451256139,9.4,3.5300749234,8.0,2020
31001.0,Nebraska,Adams,,,9.2913527348,11.0,3.3831759634,7.7,2020
31003.0,Nebraska,Antelope,,,7.4757021407,9.5,3.4526310015,7.9,2020
31005.0,Nebraska,Arthur,,,44.117647674,3.8,3.4383669974,4.1,2020
31007.0,Nebraska,Banner,,,44.574629182,9.6,3.4713024382,4.6,2020
31009.0,Nebraska,Blaine,,,34.680134692,6.9,3.3289389659,5.1,2020
31011.0,Nebraska,Boone,,,5.5473632234,10.7,3.3275090516,8.3,2020
31013.0,Nebraska,Box Butte,,,12.949309151,11.1,3.2803456946,7.6,2020
31015.0,Nebraska,Boyd,,,41.22308258,16.0,3.2688609106,4.9,2020
31017.0,Nebraska,Brown,,,4.3394255866,8.6,3.6478563595,7.8,2020
31019.0,Nebraska,Buffalo,,,7.8794296563,8.4,3.1619167456,7.7,2020
31021.0,Nebraska,Burt,,,0.2607160901,10.7,3.5435899192,8.4,2020
31023.0,Nebraska,Butler,,,5.2770843324,9.5,3.1981034488,8.3,2020
31025.0,Nebraska,Cass,,,5.2281752507,11.7,3.1443220602,8.5,2020
31027.0,Nebraska,Cedar,,,4.749342037,8.8,3.2165232221,8.3,2020
31029.0,Nebraska,Chase,,,11.916268482,7.6,3.2817849494,8.0,2020
31031.0,Nebraska,Cherry,,,14.922072106,7.8,3.351043634,7.2,2020
31033.0,Nebraska,Cheyenne,,,5.9619781063,8.8,3.3018975807,8.1,2020
31035.0,Nebraska,Clay,,,14.521267391,9.8,3.421560522,7.4,2020
31037.0,Nebraska,Colfax,,,6.4906899257,6.7,3.2660314692,9.2,2020
31039.0,Nebraska,Cuming,,,1.2130782676,9.6,3.2791239617,8.7,2020
31041.0,Nebraska,Custer,,,17.039872778,11.0,3.3520519243,7.0,2020
31043.0,Nebraska,Dakota,,,7.8197825406,10.9,3.202420066,8.2,2020
31045.0,Nebraska,Dawes,,,8.7080129254,7.6,3.5106614042,7.4,2020
31047.0,Nebraska,Dawson,,,11.895361622,11.4,3.4043941413,7.9,2020
31049.0,Nebraska,Deuel,,,9.7734703806,12.0,3.3869235321,7.9,2020
31051.0,Nebraska,Dixon,,,10.280121264,9.2,3.1975011143,8.0,2020
31053.0,Nebraska,Dodge,,,8.9355044047,12.0,3.6281124932,7.7,2020
31055.0,Nebraska,Douglas,,,3.1212800979,8.8,3.7233846636,8.0,2020
31057.0,Nebraska,Dundy,,,10.924795048,7.3,3.6886118946,7.8,2020
31059.0,Nebraska,Fillmore,,,5.7940506537,12.8,3.3847466974,8.2,2020
31061.0,Nebraska,Franklin,,,15.19008837,6.4,3.4725821373,7.2,2020
31063.0,Nebraska,Frontier,,,31.603234178,11.1,3.2579200256,5.8,2020
31065.0,Nebraska,Furnas,,,9.6150246547,10.3,3.5548814693,7.5,2020
31067.0,Nebraska,Gage,,,7.8286697118,10.9,3.359903395,7.8,2020
31069.0,Nebraska,Garden,,,33.282649601,12.4,3.4122022701,5.7,2020
31071.0,Nebraska,Garfield,,,3.010833241,6.8,3.4341953388,8.5,2020
31073.0,Nebraska,Gosper,,,21.342964171,6.9,3.0686292671,6.9,2020
31075.0,Nebraska,Grant,,,47.124600601,7.2,3.6838798814,4.0,2020
31077.0,Nebraska,Greeley,,,40.070948844,10.0,3.3582054571,5.0,2020
31079.0,Nebraska,Hall,,,10.961779774,10.3,3.5098378656,7.8,2020
31081.0,Nebraska,Hamilton,,,2.750913276,9.4,3.1662916393,8.7,2020
31083.0,Nebraska,Harlan,,,1.824655053,11.1,3.5065201356,8.3,2020
31085.0,Nebraska,Hayes,,,32.576419332,8.0,3.4904623018,5.7,2020
31087.0,Nebraska,Hitchcock,,,44.358740097,10.2,3.706835566,4.3,2020
31089.0,Nebraska,Holt,,,8.8177470023,10.2,3.1645142821,7.9,2020
31091.0,Nebraska,Hooker,,,5.7633856946,8.7,3.4074596021,7.6,2020
31093.0,Nebraska,Howard,,,5.0368238344,11.1,3.3004076194,8.1,2020
31095.0,Nebraska,Jefferson,,,5.7876785517,9.7,3.384517998,8.1,2020
31097.0,Nebraska,Johnson,,,7.7608507491,10.0,3.1252689515,7.9,2020
31099.0,Nebraska,Kearney,,,2.4657746226,10.0,3.382785936,8.5,2020
31101.0,Nebraska,Keith,,,6.1318871477,9.7,3.4919472509,7.8,2020
31103.0,Nebraska,Keya Paha,,,41.629641022,13.6,3.0825852168,4.9,2020
31105.0,Nebraska,Kimball,,,2.9979419634,11.9,3.6611820681,8.2,2020
31107.0,Nebraska,Knox,,,3.3581396998,10.2,3.5363668272,8.1,2020
31109.0,Nebraska,Lancaster,,,2.7782940265,7.5,3.2584882739,8.0,2020
31111.0,Nebraska,Lincoln,,,6.9177259583,11.9,3.5953791388,7.8,2020
31113.0,Nebraska,Logan,,,3.5031702139,11.3,3.3805027878,8.2,2020
31115.0,Nebraska,Loup,,,29.669934142,7.4,3.2810591367,6.1,2020
31117.0,Nebraska,McPherson,,,27.699530765,19.4,3.4480779999,5.8,2020
31119.0,Nebraska,Madison,,,7.1022896264,11.0,3.5875344123,7.8,2020
31121.0,Nebraska,Merrick,,,11.837643103,15.5,3.4815855634,7.6,2020
31123.0,Nebraska,Morrill,,,19.893298398,13.7,3.6741862644,7.1,2020
31125.0,Nebraska,Nance,,,15.080511642,11.4,3.3705926984,7.2,2020
31127.0,Nebraska,Nemaha,,,0.6418160243,10.5,3.2047950328,8.3,2020
31129.0,Nebraska,Nuckolls,,,12.142645504,10.3,3.4561320069,7.5,2020
31131.0,Nebraska,Otoe,,,3.2510803234,12.4,3.5127852357,8.4,2020
31133.0,Nebraska,Pawnee,,,6.767249526,7.5,3.7147885619,7.5,2020
31135.0,Nebraska,Perkins,,,9.078569566,10.8,2.970227571,8.2,2020
31137.0,Nebraska,Phelps,,,4.1591176568,10.0,3.1604606433,8.4,2020
31139.0,Nebraska,Pierce,,,17.210976217,11.4,3.0408761045,7.3,2020
31141.0,Nebraska,Platte,,,6.0760758981,9.4,3.2868679944,8.5,2020
31143.0,Nebraska,Polk,,,1.3692690303,10.4,3.2799776241,8.8,2020
31145.0,Nebraska,Red Willow,,,15.007801892,9.0,3.6901336196,7.2,2020
31147.0,Nebraska,Richardson,,,11.580038053,10.4,3.4833985604,7.2,2020
31149.0,Nebraska,Rock,,,9.3267583471,15.2,3.2201738361,7.8,2020
31151.0,Nebraska,Saline,,,6.2982808079,11.8,3.1865644531,8.4,2020
31153.0,Nebraska,Sarpy,,,5.0585373758,9.3,3.3496564316,8.5,2020
31155.0,Nebraska,Saunders,,,3.8830108685,10.9,3.2616494774,8.4,2020
31157.0,Nebraska,Scotts Bluff,,,2.3224139248,11.5,4.0319260197,8.6,2020
31159.0,Nebraska,Seward,,,1.871808931,9.7,3.2181110129,8.5,2020
31161.0,Nebraska,Sheridan,,,12.904474521,12.6,3.6733328645,7.1,2020
31163.0,Nebraska,Sherman,,,28.447464337,11.4,3.4090538605,6.1,2020
31165.0,Nebraska,Sioux,,,24.886154446,7.0,3.4140892424,6.2,2020
31167.0,Nebraska,Stanton,,,18.050408522,7.2,3.3899500207,7.2,2020
31169.0,Nebraska,Thayer,,,6.8756832482,8.9,3.3858218335,8.0,2020
31171.0,Nebraska,Thomas,,,27.06171259,6.3,3.3909999661,5.9,2020
31173.0,Nebraska,Thurston,,,7.4187309958,19.2,4.5445983936,6.6,2020
31175.0,Nebraska,Valley,,,7.3904561,11.0,3.4291120495,7.8,2020
31177.0,Nebraska,Washington,,,0.4445532563,11.3,3.1758090985,8.6,2020
31179.0,Nebraska,Wayne,,,1.5660856411,10.5,3.3688006452,8.2,2020
31181.0,Nebraska,Webster,,,14.50630683,10.5,3.4851667096,7.3,2020
31183.0,Nebraska,Wheeler,,,36.202830093,11.5,3.3912787685,5.6,2020
31185.0,Nebraska,York,,,4.5740562816,11.1,3.4707715373,8.2,2020
35000.0,New Mexico,,,,14.045665235,8.9,4.4601623433,4.1,2020
35001.0,New Mexico,Bernalillo,,,6.5770302279,7.0,4.5770902299,7.3,2020
35003.0,New Mexico,Catron,,,45.474197098,10.8,4.3365221087,3.2,2020
35005.0,New Mexico,Chaves,,,13.190911135,11.7,4.5752628159,6.8,2020
35006.0,New Mexico,Cibola,,,22.05752659,13.9,5.3513506065,5.0,2020
35007.0,New Mexico,Colfax,,,28.898795354,13.3,4.7036878535,5.1,2020
35009.0,New Mexico,Curry,,,15.335998745,7.1,4.4604687189,6.0,2020
35011.0,New Mexico,De Baca,,,6.7914372101,26.2,4.557889022,7.1,2020
35013.0,New Mexico,Dona Ana,,,19.489991583,8.7,4.5088270152,6.1,2020
35015.0,New Mexico,Eddy,,,13.043863297,9.4,3.9888420143,7.1,2020
35017.0,New Mexico,Grant,,,15.063129078,8.5,4.1252866451,6.5,2020
35019.0,New Mexico,Guadalupe,,,16.418257158,12.1,4.0181428842,7.5,2020
35021.0,New Mexico,Harding,,,40.788723734,8.3,4.2344624908,4.0,2020
35023.0,New Mexico,Hidalgo,,,15.819884944,8.6,4.524524616,6.5,2020
35025.0,New Mexico,Lea,,,4.4898564746,11.3,4.1739916578,7.8,2020
35027.0,New Mexico,Lincoln,,,17.664121983,11.7,4.2910237596,6.3,2020
35028.0,New Mexico,Los Alamos,,,4.6983898543,6.4,3.5360246383,7.9,2020
35029.0,New Mexico,Luna,,,16.656450845,11.0,4.8378281544,5.3,2020
35031.0,New Mexico,McKinley,,,41.30636648,17.1,5.3206566925,2.2,2020
35033.0,New Mexico,Mora,,,16.030306439,13.7,4.9973416781,7.1,2020
35035.0,New Mexico,Otero,,,15.28397821,10.3,4.3076708898,6.0,2020
35037.0,New Mexico,Quay,,,7.3869751993,7.9,4.5355851201,6.9,2020
35039.0,New Mexico,Rio Arriba,,,22.649349668,8.9,4.575294741,6.2,2020
35041.0,New Mexico,Roosevelt,,,13.732310348,7.6,4.6800826324,6.0,2020
35043.0,New Mexico,Sandoval,,,13.206084136,7.2,4.3431532376,6.9,2020
35045.0,New Mexico,San Juan,,,17.552302578,12.6,4.9050394656,5.5,2020
35047.0,New Mexico,San Miguel,,,27.734777956,14.0,4.6935838301,5.5,2020
35049.0,New Mexico,Santa Fe,,,11.043850881,5.6,3.8829593812,7.4,2020
35051.0,New Mexico,Sierra,,,21.052210799,14.2,4.4791806278,5.3,2020
35053.0,New Mexico,Socorro,,,21.859468437,16.5,4.741735755,5.7,2020
35055.0,New Mexico,Taos,,,20.668123387,6.3,4.5659020302,6.1,2020
35057.0,New Mexico,Torrance,,,19.180918442,7.0,4.6039506652,5.5,2020
35059.0,New Mexico,Union,,,11.423579695,13.0,4.0354259693,7.0,2020
35061.0,New Mexico,Valencia,,,24.022793271,12.6,4.2929702207,6.1,2020
26000.0,Michigan,,,,6.2937726263,10.8,4.3927638074,7.1,2020
26001.0,Michigan,Alcona,,,4.2644059573,11.3,4.3900287103,8.0,2020
26003.0,Michigan,Alger,,,14.032856465,11.2,4.1913962762,6.9,2020
26005.0,Michigan,Allegan,,,0.8315203154,8.8,4.2424568477,8.9,2020
26007.0,Michigan,Alpena,,,2.2872271465,13.7,4.2942931524,8.1,2020
26009.0,Michigan,Antrim,,,0.0593319661,7.4,4.3224542969,8.5,2020
26011.0,Michigan,Arenac,,,12.237593147,16.4,4.4415670009,6.9,2020
26013.0,Michigan,Baraga,,,5.4265981854,18.5,4.4080653411,7.4,2020
26015.0,Michigan,Barry,,,1.0164865528,17.1,4.228558758,8.8,2020
26017.0,Michigan,Bay,,,7.7437063087,8.9,4.1597508016,7.7,2020
26019.0,Michigan,Benzie,,,,13.6,4.1336096482,,2020
26021.0,Michigan,Berrien,,,10.119313224,11.7,4.554292904,7.1,2020
26023.0,Michigan,Branch,,,1.4481061184,10.2,4.2917745565,8.3,2020
26025.0,Michigan,Calhoun,,,8.2456140873,13.8,4.5434268603,7.3,2020
26027.0,Michigan,Cass,,,2.6960027156,18.7,4.0840183645,8.3,2020
26029.0,Michigan,Charlevoix,,,1.588880135,12.5,4.1043780939,8.5,2020
26031.0,Michigan,Cheboygan,,,5.893783178,17.7,4.4102012509,7.4,2020
26033.0,Michigan,Chippewa,,,8.0976553139,12.5,4.5991289624,7.1,2020
26035.0,Michigan,Clare,,,1.6955920654,16.7,4.6329330734,7.7,2020
26037.0,Michigan,Clinton,,,5.7151576052,11.4,3.9698832735,8.4,2020
26039.0,Michigan,Crawford,,,6.8954400376,15.0,4.34240731,7.6,2020
26041.0,Michigan,Delta,,,8.3831317386,14.4,4.4151487132,7.6,2020
26043.0,Michigan,Dickinson,,,11.461844881,11.7,4.301554316,7.4,2020
26045.0,Michigan,Eaton,,,9.2202357923,9.8,4.0027301495,7.8,2020
26047.0,Michigan,Emmet,,,4.851723558,8.5,4.2569670602,8.0,2020
26049.0,Michigan,Genesee,,,10.977488495,13.5,4.6098329115,6.6,2020
26051.0,Michigan,Gladwin,,,0.4917691976,19.4,4.6456464853,8.1,2020
26053.0,Michigan,Gogebic,,,3.5056496033,14.1,4.447853415,7.6,2020
26055.0,Michigan,Grand Traverse,,,5.2097591231,6.5,3.9101278616,8.3,2020
26057.0,Michigan,Gratiot,,,14.288856946,11.1,4.398052582,6.8,2020
26059.0,Michigan,Hillsdale,,,1.6974860231,12.2,4.2272872352,8.2,2020
26061.0,Michigan,Houghton,,,4.2375439467,8.3,4.4760500324,7.5,2020
26063.0,Michigan,Huron,,,10.468006101,13.0,4.2360795688,7.6,2020
26065.0,Michigan,Ingham,,,11.262907338,9.3,4.7653620587,6.8,2020
26067.0,Michigan,Ionia,,,2.7811319396,12.7,4.231440143,8.4,2020
26069.0,Michigan,Iosco,,,9.9055100439,17.7,4.3158676539,7.3,2020
26071.0,Michigan,Iron,,,4.990782865,7.7,4.3397090997,7.9,2020
26073.0,Michigan,Isabella,,,3.6904139416,8.0,4.7346351432,7.3,2020
26075.0,Michigan,Jackson,,,10.047202581,12.3,4.4862930418,7.4,2020
26077.0,Michigan,Kalamazoo,,,9.2819651736,10.1,4.3247882388,7.3,2020
26079.0,Michigan,Kalkaska,,,2.5594415331,14.9,4.3981414541,7.9,2020
26081.0,Michigan,Kent,,,5.2840384191,9.0,3.8983788194,8.1,2020
26083.0,Michigan,Keweenaw,,,8.1974386678,6.8,4.4003843285,7.4,2020
26085.0,Michigan,Lake,,,8.2862521881,8.1,4.9217270128,6.8,2020
26087.0,Michigan,Lapeer,,,2.5693645243,11.1,4.1878215613,8.6,2020
26089.0,Michigan,Leelanau,,,0.5550989939,9.7,3.7950449333,9.0,2020
26091.0,Michigan,Lenawee,,,7.693844041,13.0,4.1589371245,8.0,2020
26093.0,Michigan,Livingston,,,5.0539049188,8.7,4.0621245943,8.9,2020
26095.0,Michigan,Luce,,,4.3012040577,7.1,4.4581701325,7.5,2020
26097.0,Michigan,Mackinac,,,13.388999392,15.8,4.6834173794,6.6,2020
26099.0,Michigan,Macomb,,,5.161526186,11.0,4.3809218623,8.0,2020
26101.0,Michigan,Manistee,,,3.430297115,9.6,4.2150270415,8.0,2020
26103.0,Michigan,Marquette,,,4.2397139529,9.8,4.3125743543,7.8,2020
26105.0,Michigan,Mason,,,2.5437858489,14.5,4.4242460122,8.1,2020
26107.0,Michigan,Mecosta,,,10.49846186,6.8,4.4458755973,7.0,2020
26109.0,Michigan,Menominee,,,14.194074207,14.4,4.2828366181,7.3,2020
26111.0,Michigan,Midland,,,6.0633103289,12.3,3.8168984517,8.1,2020
26113.0,Michigan,Missaukee,,,2.48101008,14.1,4.531108634,8.2,2020
26115.0,Michigan,Monroe,,,5.5166798442,10.7,3.9797510996,8.2,2020
26117.0,Michigan,Montcalm,,,3.766998914,12.7,4.3672441852,8.0,2020
26119.0,Michigan,Montmorency,,,1.0785859105,19.9,4.3406435508,7.9,2020
26121.0,Michigan,Muskegon,,,16.959995549,12.3,4.4270248367,6.5,2020
26123.0,Michigan,Newaygo,,,2.2991910483,9.9,4.3280974397,8.3,2020
26125.0,Michigan,Oakland,,,5.2095562231,8.8,3.5151005476,8.2,2020
26127.0,Michigan,Oceana,,,2.004120643,14.1,4.6081873079,8.3,2020
26129.0,Michigan,Ogemaw,,,0.0212892829,16.6,4.5272481437,8.0,2020
26131.0,Michigan,Ontonagon,,,12.065537574,9.5,4.4453825398,7.1,2020
26133.0,Michigan,Osceola,,,5.983236727,11.1,4.595297903,7.5,2020
26135.0,Michigan,Oscoda,,,0.7319010894,19.3,4.4388282701,8.1,2020
26137.0,Michigan,Otsego,,,3.8179950463,12.0,4.4453025606,8.0,2020
26139.0,Michigan,Ottawa,,,9.3084066456,8.0,3.9121055316,8.3,2020
26141.0,Michigan,Presque Isle,,,8.0529892198,15.2,4.2412423931,7.4,2020
26143.0,Michigan,Roscommon,,,11.419562981,13.9,4.5123769454,6.8,2020
26145.0,Michigan,Saginaw,,,10.39097632,10.6,4.6684598615,7.0,2020
26147.0,Michigan,St. Clair,,,13.199850753,9.9,4.2571044085,7.3,2020
26149.0,Michigan,St. Joseph,,,4.8364583776,14.2,4.3903929475,8.1,2020
26151.0,Michigan,Sanilac,,,2.3754677605,12.8,4.250898202,8.2,2020
26153.0,Michigan,Schoolcraft,,,10.264685612,16.8,4.76205393,6.9,2020
26155.0,Michigan,Shiawassee,,,7.9399214742,12.1,4.4496702392,7.8,2020
26157.0,Michigan,Tuscola,,,1.3405158701,7.6,4.3282929744,8.2,2020
26159.0,Michigan,Van Buren,,,1.4843053865,15.2,4.300398187,8.4,2020
26161.0,Michigan,Washtenaw,,,6.0348956829,6.9,3.9604191483,7.7,2020
26163.0,Michigan,Wayne,,,4.3309352073,11.7,4.4971453741,6.7,2020
26165.0,Michigan,Wexford,,,4.0243871116,13.3,4.49366925,7.9,2020
32000.0,Nevada,,,,5.3599789098,10.2,3.5317396882,7.9,2020
32001.0,Nevada,Churchill,,,9.2387857761,8.5,4.4595353163,7.5,2020
32003.0,Nevada,Clark,,,3.8417043145,10.7,3.733212879,8.0,2020
32005.0,Nevada,Douglas,,,12.52202659,8.9,4.2282386968,7.5,2020
32007.0,Nevada,Elko,,,8.8561761909,10.2,3.9526646539,8.3,2020
32009.0,Nevada,Esmeralda,,,51.590417211,5.6,4.7440951438,4.0,2020
32011.0,Nevada,Eureka,,,27.487461204,7.5,4.1036115419,6.1,2020
32013.0,Nevada,Humboldt,,,8.9860308203,8.7,4.168880434,8.5,2020
32015.0,Nevada,Lander,,,5.9029121661,16.1,4.1146186003,8.7,2020
32017.0,Nevada,Lincoln,,,32.37320649,7.9,4.2361122632,5.5,2020
32019.0,Nevada,Lyon,,,8.6984143088,12.4,4.4673951609,7.6,2020
32021.0,Nevada,Mineral,,,34.266464767,13.2,5.0157061582,4.8,2020
32023.0,Nevada,Nye,,,21.070123355,13.6,4.5044345861,6.2,2020
32027.0,Nevada,Pershing,,,5.6654152544,6.8,4.0694971356,8.1,2020
32029.0,Nevada,Storey,,,1.1955225836,12.6,4.18393399,8.7,2020
32031.0,Nevada,Washoe,,,7.7554940203,7.5,4.2379279325,7.9,2020
32033.0,Nevada,White Pine,,,13.845005285,8.4,4.1659870136,7.5,2020
32510.0,Nevada,Carson City,,,5.1673434723,11.1,4.4693166965,7.9,2020
40000.0,Oklahoma,,,,8.6180967696,12.2,4.8580047092,5.7,2020
40001.0,Oklahoma,Adair,,,3.8033213932,24.3,5.5285376362,6.8,2020
40003.0,Oklahoma,Alfalfa,,,21.074137645,8.3,3.997353076,6.5,2020
40005.0,Oklahoma,Atoka,,,17.919680615,13.6,4.8755536604,5.9,2020
40007.0,Oklahoma,Beaver,,,14.055327523,10.9,4.2664989505,7.7,2020
40009.0,Oklahoma,Beckham,,,4.0873034361,15.4,4.276039389,7.8,2020
40011.0,Oklahoma,Blaine,,,17.657315415,14.1,4.521708761,6.7,2020
40013.0,Oklahoma,Bryan,,,8.0169214501,12.6,4.7924245557,7.0,2020
40015.0,Oklahoma,Caddo,,,14.653005218,11.2,4.8879423675,6.5,2020
40017.0,Oklahoma,Canadian,,,5.5088375975,11.8,3.9878829489,8.1,2020
40019.0,Oklahoma,Carter,,,3.4990523374,10.6,4.5261033084,7.4,2020
40021.0,Oklahoma,Cherokee,,,11.261248892,19.3,5.3392874705,6.5,2020
40023.0,Oklahoma,Choctaw,,,26.616470789,12.5,5.3291618346,4.3,2020
40025.0,Oklahoma,Cimarron,,,15.362626089,10.2,4.5520054097,7.2,2020
40027.0,Oklahoma,Cleveland,,,5.5213948089,10.5,4.3026338323,7.6,2020
40029.0,Oklahoma,Coal,,,13.065732575,14.6,4.8879908486,6.4,2020
40031.0,Oklahoma,Comanche,,,14.63423758,9.9,4.6443652392,6.1,2020
40033.0,Oklahoma,Cotton,,,32.431539269,9.3,4.5563908986,5.2,2020
40035.0,Oklahoma,Craig,,,7.2000501621,9.0,4.8287962806,7.1,2020
40037.0,Oklahoma,Creek,,,7.5507567228,12.6,4.6595400065,7.2,2020
40039.0,Oklahoma,Custer,,,14.120043168,11.8,4.5559668961,6.9,2020
40041.0,Oklahoma,Delaware,,,8.3853850012,11.8,5.0098512579,7.0,2020
40043.0,Oklahoma,Dewey,,,35.891806963,10.1,4.6109988589,4.8,2020
40045.0,Oklahoma,Ellis,,,38.20168711,10.6,4.5391845019,4.7,2020
40047.0,Oklahoma,Garfield,,,5.6288002971,9.7,4.3105384665,7.6,2020
40049.0,Oklahoma,Garvin,,,8.3462375831,13.9,4.7247675692,7.1,2020
40051.0,Oklahoma,Grady,,,5.1261009426,12.6,4.1713540867,7.8,2020
